GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000140386   15   76540526   77297785    188      16  475303      -1.0956      0.86338
ENSG00000117906   15   77123960   77342601     70      13  473339     -0.44126      0.67049
ENSG00000140368   15   77185700   77429673     84      16  474904     -0.35095      0.63719
ENSG00000140391   15   77236359   77476326     81      14  478465     -0.39134      0.65223
ENSG00000173517   15   77300471   77812486    128      13  482599     -0.30163      0.61853
ENSG00000140382   15   77612754   77877949     84      10  482730    -0.043027      0.51716
ENSG00000169783   15   77805369   78213242    163      28  475016      -1.4498      0.92645
ENSG00000167202   15   78176378   78470066    102      21  469901     -0.39917      0.65511
ENSG00000183476   15   78270150   78497251    102      21  471226     -0.52127      0.69891
ENSG00000136425   15   78296948   78523886    108      23  473283     -0.63593      0.73759
ENSG00000166411   15   78323840   78564291    134      31  476352      0.52036      0.30141
ENSG00000103740   15   78359810   78638030    159      36  478423       1.2075      0.11362
ENSG00000140403   15   78456428   78674538    120      29  479050       1.6389     0.050616
ENSG00000140395   15   78470177   78692136    121      29  478387       1.8491     0.032222
ENSG00000166426   15   78532666   78740572     94      23  476157       2.2547     0.012076
ENSG00000136381   15   78629773   78893798     89      15  474493       1.7186     0.042841
ENSG00000188266   15   78699906   78929714     83      10  477172        1.326     0.092418
ENSG00000268838   15   78730023   78931288     75       8  480872       1.2911     0.098327
ENSG00000041357   15   78732747   78941604     75       8  480872       1.2911     0.098327
ENSG00000169684   15   78757862   78987611     83      11  474925       1.1182      0.13175
ENSG00000080644   15   78785394   79013637     83      11  473308       1.0672      0.14294
ENSG00000117971   15   78816461   79120096     95      13  460195      0.65924      0.25487
ENSG00000136378   15   78951545   79203773     67      10  434503     -0.62019      0.73243
ENSG00000185787   15   79002829   79290475     93      18  445945     -0.18128      0.57193
ENSG00000103811   15   79113400   79341916     93      22  442390     0.037776      0.48493
ENSG00000058335   15   79152289   79483115    155      35  436744       1.7883     0.036864
ENSG00000235711   15   79475146   79690580    113      26  388817      0.60908      0.27124
ENSG00000166557   15   79503404   79804334    165      34  416169      0.19828      0.42141
ENSG00000169330   15   79624858   79864632    150      24  424214      -1.2709      0.89812
ENSG00000136371   15   80025927   80289721    144      30  433077     -0.34909      0.63649
ENSG00000259332   15   80037537   80316096    131      27  439262   -0.0051583      0.50206
ENSG00000180953   15   80091182   80316044    103      20  445326     0.056318      0.47754
ENSG00000259642   15   80115113   80317194     83      17  448324    0.0039841      0.49841
ENSG00000257028   15   80115507   80317194     83      17  448324    0.0039841      0.49841
ENSG00000140379   15   80153231   80363788     76      19  441250     -0.37153      0.64488
ENSG00000086666   15   80251910   80530735    120      24  408152    -0.072494       0.5289
ENSG00000103876   15   80344832   80579288    111      21  395431      0.49709      0.30956
ENSG00000259495   15   80537195   80795917    137      35  384582       1.0296       0.1516
ENSG00000172379   15   80596692   80990278    189      45  391426     -0.12977      0.55163
ENSG00000136379   15   80872025   81147962    145      33  389997      0.59141      0.27712
ENSG00000103888   15   80971684   81344117    182      48  379640      0.42621      0.33498
ENSG00000259649   15   81088532   81302118     99      28  378247      0.63934       0.2613
ENSG00000117899   15   81139667   81382219    100      25  378889       -0.232      0.59173
ENSG00000140406   15   81193295   81396342     94      20  381125     -0.34022      0.63315
ENSG00000156206   15   81199374   81541516    146      31  395647     -0.51247      0.69584
ENSG00000172349   15   81351916   81705104    161      32  439072      -0.4365      0.66876
ENSG00000172345   15   81501394   81716524     97      19  467619      0.21439      0.41512
ENSG00000188869   15   81523558   81766554     92      18  463189       1.0853       0.1389
ENSG00000183496   15   82234119   82438482    107      27  429947    -0.070574      0.52813
ENSG00000259518   15   82280935   82490035    101      25  447880      0.82375      0.20504
ENSG00000140598   15   82322571   82655104    112      25  458131       1.4034     0.080251
ENSG00000188659   15   82455151   82677271     43       7  482340       1.5518     0.060359
ENSG00000205281   15   82535130   82741706     22       5  481968       1.4294     0.076449
ENSG00000182774   15   83105504   83309315     31       6  482189       2.1905     0.014243
ENSG00000260836   15   83108783   83324682     39       6  482300       2.2194      0.01323
ENSG00000261086   15   83109620   83331124     41       7  482321       2.1913     0.014216
ENSG00000214575   15   83111951   83417612     67       9  482230       2.1181     0.017083
ENSG00000103723   15   83228033   83478666     84      14  482331       1.8122     0.034975
ENSG00000186628   15   83324114   83574822     97      18  482384      0.59883      0.27464
ENSG00000156232   15   83378380   83603611     90      17  482544     -0.21785      0.58623
ENSG00000103942   15   83409838   83754661    129      21  482600    -0.043803      0.51747
ENSG00000169612   15   83554959   83759809     66      12  482730      0.34033      0.36681
ENSG00000169609   15   83557193   83780393     68      12  482730       0.3933      0.34705
ENSG00000064726   15   83585174   83836106     77      10  482730      0.41408      0.33941
ENSG00000136404   15   83676159   83913606     73       7  482730      0.33213       0.3699
ENSG00000166503   15   83684320   83976770     91       7  481808      0.29819      0.38278
ENSG00000169594   15   83824655   84053466     59       6  474200      0.35368      0.36179
ENSG00000140600   15   84015980   84387495    147      36  462075      0.68773      0.24581
ENSG00000156218   15   84222838   84808594    206      33  475483      0.81432      0.20773
ENSG00000259511   15   84741242   84950986     25       6  482730       1.0376      0.14973
ENSG00000184206   15   84804525   85014120      9       2  482730     -0.10866      0.54327
ENSG00000176371   15   85044217   85271027     66      10  482730      0.63754      0.26189
ENSG00000177082   15   85085999   85297574     73      11  482730      0.75657      0.22465
ENSG00000197696   15   85098360   85301794     71      10  482730      0.77884      0.21804
ENSG00000140612   15   85112775   85359947     92      11  482548       1.1943      0.11617
ENSG00000166716   15   85191866   85449659    133      19  481974       1.3321     0.091415
ENSG00000136383   15   85259911   85516713    181      35  481804       1.0041      0.15766
ENSG00000156222   15   85327885   85618876    206      44  481835      0.50035      0.30841
ENSG00000073417   15   85423671   85782376    211      38  481856     -0.48398       0.6858
ENSG00000170776   15   85823802   86392586    340      35  472854      0.64335         0.26
ENSG00000183655   15   86202554   86438261    173      34  455262      0.48693      0.31315
ENSG00000166748   15   86585227   87672283    626      87  419170     -0.10054      0.54004
ENSG00000140538   15   88318230   88899999    266      47  405975     -0.95463      0.83012
ENSG00000259494   15   88902707   89110650     56      11  431907       1.6751     0.046961
ENSG00000181991   15   88910684   89122222     62      11  436825       1.7214      0.04259
ENSG00000140543   15   88954790   89189906     78      13  462171       1.4628     0.071757
ENSG00000181026   15   89064527   89275513     84      19  465040        1.528     0.063257
ENSG00000172183   15   89079384   89299714     84      21  459130       1.2994     0.096906
ENSG00000157766   15   89246674   89518585    149      40  449148      0.29139      0.38538
ENSG00000140511   15   89320519   89538857    129      32  452938      0.17532      0.43041
ENSG00000140545   15   89341916   89556642    123      30  456453        0.263      0.39628
ENSG00000140526   15   89530690   89845591    127      23  463757     -0.27515       0.6084
ENSG00000140522   15   89653100   89864982     92      12  477650      0.31417       0.3767
ENSG00000140525   15   89687180   89960492    110      13  479249      0.19309      0.42344
ENSG00000140521   15   89759534   89978092     80      10  472588    -0.003898      0.50156
ENSG00000140519   15   89898680   90139844     77      22  448962      -1.2715      0.89823
ENSG00000140534   15   90018713   90274287     94      15  471834    -0.071486      0.52849
ENSG00000166813   15   90052020   90298682     93      14  476679      0.14709      0.44153
ENSG00000166819   15   90107596   90322658     96      12  481508     0.019267      0.49231
ENSG00000166821   15   90120995   90334014    100      13  481389   -0.0037766      0.50151
ENSG00000140527   15   90134028   90386869    119      17  481322     -0.15661      0.56222
ENSG00000166823   15   90191892   90394541     92      13  481637        0.148      0.44117
ENSG00000188095   15   90203822   90421982     93      13  481649      0.11294      0.45504
ENSG00000166825   15   90228120   90458633    105      15  480919     -0.24294      0.59597
ENSG00000157823   15   90273831   90537574     92      16  477091     -0.45304      0.67474
ENSG00000250021   15   90277540   90556114     96      17  475160     -0.45558      0.67565
ENSG00000242498   15   90343159   90556188     62      14  472089     -0.33267      0.63031
ENSG00000140548   15   90444624   90725438     83      23  412828      0.88367      0.18844
ENSG00000182054   15   90526277   90745736     76      19  412113      0.70049      0.24181
ENSG00000185033   15   90603836   90872911    107      21  458033      0.61116      0.27055
ENSG00000185043   15   90673207   90877279     90      16  475363      0.64422      0.25972
ENSG00000183208   15   90677040   90885315     91      16  477729      0.64126      0.26068
ENSG00000213471   15   90692762   90908199    108      18  478361       0.5697      0.28444
ENSG00000261147   15   90692788   90915440    112      19  478517      0.60162      0.27371
ENSG00000182768   15   90708891   90916463    108      18  480835      0.56702      0.28535
ENSG00000238244   15   90790819   90992669     89      12  480017      0.70638      0.23998
ENSG00000196391   15   90795477   91009324     94      12  478912      0.67165       0.2509
ENSG00000140575   15   90831450   91145475    141      15  477045       0.5486      0.29164
ENSG00000140577   15   90973157   91288577    106      17  455033       0.2937      0.38449
ENSG00000197299   15   91160558   91458859     96      25  436697     -0.67676      0.75072
ENSG00000140564   15   91311822   91526688    107      24  463326     -0.78493      0.78375
ENSG00000182511   15   91326925   91539006    101      23  468886     -0.84288      0.80035
ENSG00000196547   15   91345448   91565814    114      24  474556       -1.122      0.86907
ENSG00000140553   15   91373410   91597323    119      25  468799      -1.1922      0.88341
ENSG00000184508   15   91374148   91575799    103      19  479140     -0.97698      0.83571
ENSG00000166965   15   91398100   91606349    124      26  468360      -1.0654      0.85666
ENSG00000198901   15   91409270   91638859    139      30  459648      -1.2297      0.89059
ENSG00000184056   15   91441646   91665833    138      28  449424     -0.87827       0.8101
ENSG00000185518   15   91543180   91944539    238      53  396039     -0.43895      0.66965
ENSG00000176463   15   92296925   92815665    315      60  405629      0.56511        0.286
ENSG00000140557   15   92837058   93111958    208      51  395214       1.4966     0.067247
ENSG00000183643   15   92914884   93144347    197      45  400588      0.89466      0.18548
ENSG00000185442   15   93060673   93453114    205      46  409833      0.37515      0.35377
ENSG00000173575   15   93326526   93671237    155      37  384035      0.53243      0.29722
ENSG00000182175   15   93486636   93732433    158      49  383935     -0.52961      0.70181
ENSG00000269360   15   93649295   93851277    147      56  378413      0.56236      0.28694
ENSG00000140563   15   94674767   95123632    285      69  390359      0.85966      0.19499
ENSG00000205148   15   96731280   96931660    103      21  387269      -1.4953      0.93259
ENSG00000185551   15   96769167   96983492    104      26  386865      -1.5147      0.93508
ENSG00000268484   15   96804487   97004900     80      22  390598     -0.52089      0.69878
ENSG00000185594   15   97226619   97428845     82      22  395280      0.36727      0.35671
ENSG00000251209   15   98185448   98517780    199      41  392171     -0.32526      0.62751
ENSG00000140450   15   98362784   98617068     98      30  413767       1.4869     0.068527
ENSG00000185087   15   98880391   99157611    170      44  387024      0.43908       0.3303
ENSG00000140443   15   99092200   99607759    264      60  394182     -0.63188      0.73627
ENSG00000183571   15   99411459   99651024    154      44  389448      0.16722       0.4336
ENSG00000182253   15   99538420   99775798    154      29  432977       1.5558     0.059879
ENSG00000103852   15   99576528   99891428    177      29  440659       1.4519     0.073266
ENSG00000168904   15   99691567  100030934    175      33  424934      0.52079      0.30126
ENSG00000268730   15   99759300   99959828     82      16  422787      0.78431      0.21643
ENSG00000068305   15   99917370  100356671    199      43  411786      -1.6734      0.95288
ENSG00000269810   15   99938447  100138578    114      26  399733      -1.2775      0.89929
ENSG00000183060   15  100155902  100373766     89      19  423855      -1.1874      0.88247
ENSG00000214397   15  100155908  100358029     77      16  430884      -1.3158      0.90587
ENSG00000259363   15  100247228  100517353    130      33  397410     -0.58563      0.72094
ENSG00000140470   15  100411794  100982210    307      70  411211      0.31525      0.37629
ENSG00000154227   15  100840600  101185200    192      36  397029     -0.80289      0.78898
ENSG00000140471   15  100999574  101243435    160      34  396076    -0.045841      0.51828
ENSG00000183475   15  101042739  101291910    150      38  396671    -0.068273      0.52722
ENSG00000184254   15  101317919  101556831    116      26  404655       1.2383      0.10781
ENSG00000154237   15  101359420  101710317    180      44  406142       1.1422      0.12668
ENSG00000131873   15  101615928  101892137    158      37  409950       1.5763     0.057479
ENSG00000131871   15  101711022  101917705    126      27  423223       1.6359     0.050925
ENSG00000131876   15  101721715  101935487    141      34  410251       1.7544     0.039678
ENSG00000140479   15  101740818  102165405    300      75  393955       1.9129     0.027878
ENSG00000184277   15  102061847  102292594    102      20  392823       1.2523      0.10523
ENSG00000185418   15  102093801  102364807    102      17  392658       1.2992     0.096935
ENSG00000259658   15  102177302  102385913     64       8  403062       1.4159     0.078397
ENSG00000184140   15  102245902  102446876     43       7  404871       1.2332      0.10876
ENSG00000182854   15  102258366  102459350     37       6  400330       1.0266       0.1523
ENSG00000177693   15  102362245  102563298     16       3  390705      0.22973      0.40915
ENSG00000234769   16          0     169452     35       8  380626      0.23291      0.40792
ENSG00000161980   16          0     203628     47      11  380148     -0.12802      0.55093
ENSG00000161981   16       3010     207669     49      12  380091     -0.21166      0.58381
ENSG00000007384   16       8058     226354     56      14  380642     -0.43905      0.66969
ENSG00000103152   16      27006     235852     59      15  382309     -0.51766      0.69765
ENSG00000103148   16      34273     288859     75      18  391995     -0.61396      0.73038
ENSG00000130656   16     102686     304502     78      19  397936     -0.69039      0.75502
ENSG00000206177   16     103891     316767     85      20  406142     -0.80094      0.78842
ENSG00000188536   16     122846     323709     76      17  410458     -0.88252      0.81125
ENSG00000206172   16     126679     327521     77      18  411397     -0.68584      0.75359
ENSG00000086506   16     130452     331180     73      17  412903     -0.99444      0.83999
ENSG00000007392   16     138968     379462    101      23  436138      -0.6464      0.74099
ENSG00000167930   16     184545     419942    105      22  452555     -0.24797      0.59792
ENSG00000269881   16     199546     419942     98      20  457826     -0.15605        0.562
ENSG00000076344   16     218300     425980     93      19  463917    -0.024732      0.50987
ENSG00000242173   16     218726     433003     98      19  464877     0.044789      0.48214
ENSG00000185615   16     233152     437215     94      19  469514     0.082687      0.46705
ENSG00000103126   16     237440     502673    119      24  467371    -0.076357      0.53043
ENSG00000086504   16     317384     520527     94      17  472907       0.3622       0.3586
ENSG00000129925   16     320773     537113     99      18  470549      0.71072      0.23863
ENSG00000103202   16     346725     560367    102      18  466466      0.61529      0.26918
ENSG00000242612   16     351826     562487     95      17  465268      0.48395      0.31421
ENSG00000090565   16     375619     673011    117      24  461847      0.41372      0.33954
ENSG00000103326   16     477717     704636     80      14  459756      0.56279      0.28679
ENSG00000161992   16     510422     715528     81      13  460662         0.37      0.35569
ENSG00000007541   16     516995     734136     91      15  463965      0.14257      0.44332
ENSG00000257108   16     516996     719495     81      13  461855      0.21349      0.41547
ENSG00000197562   16     539357     779272    101      14  469650     -0.28286      0.61136
ENSG00000127578   16     579239     784116     90      11  476736      -0.1329      0.55286
ENSG00000130731   16     584429     786358     89      10  480173     -0.10017      0.53989
ENSG00000172366   16     591813     798474     90      10  480202     -0.17084      0.56782
ENSG00000161996   16     599311     817833    100      13  477335      -0.3548      0.63863
ENSG00000140983   16     618086     824174     96      12  478608     -0.58569      0.72096
ENSG00000103269   16     625666     828268     91      12  478381      -0.5612      0.71267
ENSG00000103266   16     630224     832870     90      13  478333     -0.54398      0.70677
ENSG00000161999   16     631671     834529     90      13  478333     -0.54398      0.70677
ENSG00000127580   16     634622     840444     92      14  478429     -0.60855      0.72859
ENSG00000127585   16     642500     855829     98      16  478692     -0.63709      0.73797
ENSG00000103260   16     665115     869655     92      16  478611     -0.80671      0.79008
ENSG00000103254   16     670581     872601     92      16  477563     -0.88837      0.81283
ENSG00000162004   16     672582     876954     94      17  474354     -0.96818      0.83352
ENSG00000103253   16     676936     885525     95      18  470983      -1.1376      0.87235
ENSG00000103245   16     679753     891329     94      18  469752      -1.1619      0.87737
ENSG00000102854   16     710762     918865     87      20  463117      -1.3331      0.90875
ENSG00000162006   16     719428     933370     80      22  461610      -1.2587      0.89594
ENSG00000007376   16     734974     938397     71      20  459169      -1.2876      0.90105
ENSG00000127586   16     738046     950737     71      21  454776       -1.612      0.94652
ENSG00000127588   16     748041     950733     67      21  453107      -1.6008      0.94529
ENSG00000167945   16     755443     963861     71      24  443061     -0.65415      0.74349
ENSG00000103227   16     803634    1131318    145      33  403356       1.7322     0.041621
ENSG00000269047   16     931252    1131663    109      21  390580       1.9656      0.02467
ENSG00000005513   16     931808    1136979    115      23  395387       1.9349     0.026503
ENSG00000162009   16    1022756    1231454     76      26  405806       0.2374      0.40617
ENSG00000184471   16    1040005    1246244     71      23  409176     -0.45798      0.67652
ENSG00000196557   16    1103241    1371771     94      31  462843      0.65451      0.25639
ENSG00000116176   16    1171651    1375257     65      19  474304       1.1936      0.11632
ENSG00000172236   16    1190697    1392555     68      20  477734       1.1413      0.12688
ENSG00000095917   16    1206060    1408532     77      22  481859       1.3017     0.096503
ENSG00000103275   16    1255548    1477019     82      17  482117      0.78847      0.21521
ENSG00000007516   16    1283602    1499439     78      16  482300      0.52398      0.30015
ENSG00000007520   16    1299241    1501912     73      14  482271      0.51555      0.30308
ENSG00000090581   16    1301924    1513352     79      15  482306      0.73595      0.23088
ENSG00000059145   16    1313206    1564752    108      24  482109       1.5682     0.058414
ENSG00000174109   16    1369745    1579345    105      24  482092       1.9453     0.025867
ENSG00000197599   16    1384384    1594557    104      24  481924       2.2041      0.01376
ENSG00000103249   16    1394935    1625581    116      25  482008       2.3434    0.0095554
ENSG00000251692   16    1435887    1638982     97      22  482039       2.5734    0.0050359
ENSG00000100726   16    1443345    1660458    105      22  482092       2.7433    0.0030413
ENSG00000187535   16    1460428    1762111    138      22  481475       2.7499    0.0029807
ENSG00000131634   16    1478689    1705581    112      22  481483       2.8888    0.0019333
ENSG00000007545   16    1562326    1827909    113      13  481197       2.4346    0.0074545
ENSG00000261732   16    1582260    1836716    108      13  481282       2.6169    0.0044369
ENSG00000206053   16    1628257    1852281     96      12  481275       2.6789    0.0036933
ENSG00000138834   16    1656184    1920318    135      15  481447       3.6225    0.0001459
ENSG00000103024   16    1720287    1921731    114      12  481995       3.6163    0.0001494
ENSG00000074071   16    1721891    1923156    112      12  481982        3.612    0.0001519
ENSG00000197774   16    1723208    1931709    115      12  482001       3.6279   0.00014287
ENSG00000162032   16    1726713    1943701    116      12  482008       3.6427   0.00013491
ENSG00000095906   16    1732902    1939192    111      11  481975       3.6274   0.00014315
ENSG00000099769   16    1740414    1944972    112      11  481982       3.6233   0.00014543
ENSG00000063854   16    1745621    1977195    134      11  481855       3.6771   0.00011794
ENSG00000180185   16    1776968    1990208    123       9  481231       3.6355   0.00013872
ENSG00000162039   16    1783984    2034295    147      14  481475       3.9273   4.2945e-05
ENSG00000162040   16    1861464    2068441    122      13  481218       4.1706   1.5191e-05
ENSG00000198736   16    1888211    2093327    122      16  481356       4.3216   7.7452e-06
ENSG00000140986   16    1893975    2107607    124      17  481243        4.421   4.9112e-06
ENSG00000140990   16    1909509    2111976    110      19  481053       4.6148   1.9671e-06
ENSG00000140988   16    1912053    2114861    106      19  480990       4.6568   1.6055e-06
ENSG00000179580   16    1916824    2118976    108      20  481178       4.6904   1.3633e-06
ENSG00000183751   16    1922038    2132934    107      22  479547       4.7883   8.4103e-07
ENSG00000196408   16    1928918    2134193    105      22  479486       4.7943   8.1606e-07
ENSG00000269205   16    1931633    2132918    104      22  479455       4.8028    7.824e-07
ENSG00000127554   16    1934208    2137750    104      22  479455       4.8028    7.824e-07
ENSG00000127561   16    1939661    2144276    104      23  479455       4.8273    6.921e-07
ENSG00000167962   16    1947655    2159824     98      24  479425       4.8939    4.944e-07
ENSG00000183971   16    1959927    2170756     90      23  479132       4.5387   2.8298e-06
ENSG00000065054   16    1975357    2189027     83      21  478828       4.2831   9.2163e-06
ENSG00000065057   16    1989816    2197867     84      21  479012       4.1514   1.6523e-05
ENSG00000103197   16    1997466    2238716     91      22  479298       3.9791   3.4595e-05
ENSG00000008710   16    2038711    2285899     79      20  478777       3.1673   0.00076932
ENSG00000167964   16    2090804    2304166     59      14  478005       1.9753      0.02412
ENSG00000131653   16    2105699    2328130     63      15  478571        1.511     0.065388
ENSG00000167971   16    2127184    2346526     63      14  479902       1.2801      0.10025
ENSG00000167965   16    2154249    2359417     60      13  481245       0.9162      0.17978
ENSG00000182685   16    2159254    2361951     61      13  481270      0.88728      0.18746
ENSG00000184207   16    2161998    2364808     61      13  481270      0.88728      0.18746
ENSG00000167967   16    2173567    2385743     66      14  474180      0.98274      0.16287
ENSG00000167968   16    2185817    2388712     67      15  472756       1.0187      0.15418
ENSG00000167969   16    2189396    2402301     67      15  472756       1.0187      0.15418
ENSG00000205937   16    2203117    2418413     61      13  473235       0.7064      0.23997
ENSG00000167970   16    2203738    2412343     61      13  473235       0.7064      0.23997
ENSG00000167972   16    2225882    2490747     76      15  446554      0.44261      0.32902
ENSG00000162063   16    2379395    2608855     30       3  378433     -0.21882       0.5866
ENSG00000162062   16    2410081    2614964     28       2  378410     -0.72086       0.7645
ENSG00000162068   16    2421500    2624146     28       2  378410     -0.72086       0.7645
ENSG00000162065   16    2425147    2655735     31       3  378443      -1.0209      0.84634
ENSG00000260272   16    2446033    2670219     23       2  377350      -1.0026      0.84198
ENSG00000185883   16    2463871    2670219     21       2  377216      -1.0219      0.84659
ENSG00000259784   16    2463966    2677956     21       2  377216      -1.0219      0.84659
ENSG00000162066   16    2470358    2681423     20       2  377610      -1.5913      0.94422
ENSG00000205923   16    2477081    2681420     17       2  377407      -1.9558      0.97476
ENSG00000140992   16    2487965    2753189     33       7  377782     0.085395      0.46597
ENSG00000167977   16    2632476    2859031     50      11  426518      0.17798      0.42937
ENSG00000172382   16    2662419    2870552     48      10  428818      0.24512      0.40318
ENSG00000167978   16    2702330    2922539     78      20  409636     -0.35367      0.63821
ENSG00000103363   16    2721415    2927298     74      18  411532     -0.76422      0.77763
ENSG00000103355   16    2733954    2937949     74      18  411532     -0.68034      0.75186
ENSG00000007038   16    2767164    2976305     73      18  413612      -0.4522      0.67444
ENSG00000162078   16    2780170    2988967     82      21  412303     -0.56445      0.71378
ENSG00000005001   16    2802728    3008171     94      24  416555      0.16983      0.43257
ENSG00000162076   16    2833187    3049383     85      21  412101      0.31719      0.37555
ENSG00000059122   16    2861938    3101209    107      28  419583     -0.06341      0.52528
ENSG00000131650   16    2913945    3118384     92      23  429550       0.2683      0.39423
ENSG00000127564   16    2918025    3130540     92      24  429550      0.33233      0.36982
ENSG00000162073   16    2919246    3123490     89      23  431262      0.29644      0.38345
ENSG00000213937   16    2962457    3164506     94      25  428470      0.12011       0.4522
ENSG00000184697   16    2964713    3170072     94      24  428389       0.0363      0.48552
ENSG00000006327   16    2968446    3172384     93      23  428923     0.062403      0.47512
ENSG00000103145   16    2972621    3174287     93      23  428923     0.062403      0.47512
ENSG00000131652   16    2974028    3177756     93      23  428923     0.062403      0.47512
ENSG00000162069   16    2977683    3186927     93      23  427546     0.055343      0.47793
ENSG00000008516   16    2996682    3210727     90      20  422426    0.0015083       0.4994
ENSG00000008517   16    3015298    3231908     82      16  414914     -0.62917      0.73538
ENSG00000130182   16    3038891    3249318     78      14  406868      -0.5998      0.72568
ENSG00000122386   16    3062561    3270518     86      16  410257     -0.69333      0.75595
ENSG00000085644   16    3079778    3292806     87      16  413502     -0.72859      0.76687
ENSG00000228146   16    3094220    3299964     83      15  412429     -0.53244      0.70279
ENSG00000168124   16    3154247    3355188     70      12  432270     -0.87682      0.80971
ENSG00000010539   16    3172325    3386221     73      15  437316      -1.0515      0.85348
ENSG00000103313   16    3192028    3406627     77      18  439316      -1.4591      0.92773
ENSG00000006194   16    3213743    3451401     96      21  449438      -1.3333      0.90879
ENSG00000140993   16    3248832    3455729     90      18  455630      -1.3575      0.91268
ENSG00000162086   16    3255406    3468852     88      16  456743       -1.265      0.89707
ENSG00000168158   16    3305889    3506924     83      12  449697     -0.72012      0.76428
ENSG00000262621   16    3315099    3636960    122      21  455839     -0.92959      0.82371
ENSG00000232196   16    3321053    3522283     86      13  449729      -0.8191      0.79364
ENSG00000140987   16    3332085    3551065     95      15  451972     -0.85987      0.80507
ENSG00000103343   16    3351235    3559370     88      13  450707     -0.77964       0.7822
ENSG00000167981   16    3386104    3593542     89      13  454946     -0.73963      0.77024
ENSG00000122390   16    3393611    3636963    100      16  457111      -0.5991      0.72545
ENSG00000215131   16    3443484    3645480     73      16  461794     -0.44955      0.67348
ENSG00000103351   16    3450924    3689048     79      17  464512      -0.2782      0.60957
ENSG00000188827   16    3531182    3761599     71      16  476261     -0.49916      0.69117
ENSG00000213918   16    3561729    3830144     74      18  463646      -0.5388      0.70499
ENSG00000126602   16    3601640    3867598     69      19  456017     -0.70737      0.76033
ENSG00000005339   16    3675055    4030727     83      28  423271     -0.71199      0.76176
ENSG00000162104   16    3903388    4266186    165      48  398763       1.5252     0.063606
ENSG00000185739   16    4139375    4392081    112      32  396056       1.3382     0.090409
ENSG00000090447   16    4207187    4423076     92      26  401436      0.90953      0.18154
ENSG00000126603   16    4264762    4489598     71      15  439264      0.34639      0.36452
ENSG00000217930   16    4281550    4505608     70      12  449253      0.19699      0.42192
ENSG00000103426   16    4290252    4570495     92      14  457076     -0.29496      0.61599
ENSG00000262246   16    4304543    4575706     86      13  462540     -0.95508      0.83023
ENSG00000168140   16    4321849    4533529     64      10  468859       -1.357      0.91261
ENSG00000103423   16    4375806    4606776     80       9  474395       -1.447      0.92606
ENSG00000153406   16    4411681    4645764     71       8  469634      -1.2691      0.89779
ENSG00000103415   16    4424691    4660348     70       8  465630      -1.2616      0.89645
ENSG00000089486   16    4460676    4688829     56       7  453401     -0.75526      0.77495
ENSG00000205832   16    4506491    4750715     69      12  458711      0.24278      0.40409
ENSG00000153443   16    4558884    4765028     57      10  455772      0.68222      0.24755
ENSG00000102858   16    4566494    4840975     86      12  464668      0.41801      0.33797
ENSG00000168101   16    4643695    4845860     71       9  470992      0.66393      0.25337
ENSG00000168096   16    4646513    4884379     88      13  471697      0.92516      0.17744
ENSG00000166246   16    4684273    4899397     83      12  478546        1.034      0.15056
ENSG00000103199   16    4698240    4917625     89      13  480997       1.2216      0.11093
ENSG00000140623   16    4727670    4938522    102      14  481053       1.2855     0.099302
ENSG00000267795   16    4738398    4946492    101      14  481037       1.2671      0.10255
ENSG00000067836   16    4746969    4952951    100      14  481020        1.307     0.095605
ENSG00000140632   16    4753204    4997343    112      17  477186       1.3719     0.085041
ENSG00000118900   16    4796666    5032361    107      18  464176       1.5267     0.063414
ENSG00000118898   16    4832508    5110742    138      27  457315       1.3056     0.095848
ENSG00000103184   16    4908318    5169159    118      29  445077       0.7493      0.22684
ENSG00000103174   16    4974845    5184142     75      21  422326     -0.66829      0.74803
ENSG00000033011   16    4983703    5237380     86      25  413955     -0.35001      0.63683
ENSG00000153446   16    4994123    5216111     76      21  417023     -0.46285      0.67826
ENSG00000118894   16    5034305    5247809     72      23  416231    -0.071117      0.52835
ENSG00000078328   16    5969095    7863340   1680     279  388238       1.1313      0.12895
ENSG00000232258   16    8519502    8722304    103      23  381295     -0.70223      0.75873
ENSG00000067365   16    8615540    8840081     85      21  386529     -0.31757      0.62459
ENSG00000183044   16    8668422    8978432    162      40  395039       1.0738      0.14145
ENSG00000184857   16    8774241    8991505    128      33  395565       1.3519     0.088211
ENSG00000140650   16    8782680    9043188    144      36  393581       1.0944      0.13689
ENSG00000153048   16    8846799    9062866    120      26  394953        1.064      0.14367
ENSG00000187555   16    8885951    9158371    104      24  383270      0.84117      0.20013
ENSG00000182831   16    9085505    9315497     75      24  384003      0.34212      0.36613
ENSG00000260362   16    9660742    9870700    162      38  411967     -0.58474      0.72064
ENSG00000183454   16    9752376   10376611    435      50  402548      -1.3807      0.91631
ENSG00000166669   16   10320291   10677495    156      39  412876     -0.50878      0.69455
ENSG00000213853   16   10522279   10774555    144      39  422991    -0.029823       0.5119
ENSG00000153060   16   10621358   10888802    164      41  418480     -0.16237      0.56449
ENSG00000103274   16   10737643   10963208    108      24  435758     -0.06267      0.52499
ENSG00000166676   16   10754776   11012651    123      29  441643     -0.32155       0.6261
ENSG00000179583   16   10871055   11126079    103      26  444868      -1.0856      0.86116
